# split_ratio=70:15:15 seed=42 objective=0 solver=mip_cbc
file_id,split
XC1002657_2860,test
XC1003831_2642,test
XC1005485_1496,test
XC1005485_5236,test
XC1005485_8968,test
XC1006786_13138,val
XC1006786_20816,val
XC1006786_642,val
XC1006787_226,test
XC1029034_14335,train
XC1029034_28707,train
XC1029034_41664,train
XC1029034_49966,train
XC1029034_55061,train
XC1029034_5560,train
XC1041026_17925,train
XC1041026_2413,train
XC1041026_27256,train
XC1041026_32201,train
XC1041026_37499,train
XC1041026_45615,train
XC1071405_1581,test
XC1071405_7346,test
XC113335_22839,train
XC113335_29729,train
XC113335_37805,train
XC113335_62805,train
XC113335_696,train
XC113335_8461,train
XC133013_16436,train
XC133013_24612,train
XC133013_42993,train
XC133013_66443,train
XC133013_72052,train
XC161191_113,val
XC161194_12570,train
XC161194_5138,train
XC161194_70,train
XC161195_138,test
XC161197_11525,train
XC161197_142,train
XC161197_4006,train
XC161197_7375,train
XC161198_13995,train
XC161198_738,train
XC161199_10865,val
XC161199_14640,val
XC161199_20301,val
XC161199_5739,val
XC161431_20840,train
XC161431_26972,train
XC161431_31311,train
XC161431_47293,train
XC161431_69478,train
XC161431_8233,train
XC161968_0,test
XC161968_15274,test
XC161968_21201,test
XC161968_3749,test
XC161968_6840,test
XC162827_0,val
XC162827_12000,val
XC162827_3000,val
XC162827_6000,val
XC162827_9000,val
XC162828_11996,train
XC162828_17482,train
XC162828_20482,train
XC162828_26597,train
XC162828_296,train
XC162828_4518,train
XC162828_7801,train
XC166251_10346,train
XC166251_182,train
XC166251_18944,train
XC166251_25002,train
XC166251_37767,train
XC166251_43438,train
XC175830_46,test
XC179229_104245,train
XC179229_12086,train
XC179229_18021,train
XC179229_23700,train
XC179229_29314,train
XC179229_3349,train
XC179229_51906,train
XC179229_6751,train
XC179229_68687,train
XC179229_82770,train
XC181991_19674,test
XC181991_25757,test
XC181991_31606,test
XC181992_12077,test
XC181992_16950,test
XC181992_20332,test
XC182810_12276,val
XC182810_268,val
XC182810_7612,val
XC189420_10568,train
XC189420_15056,train
XC189420_21350,train
XC189420_25865,train
XC189420_4243,train
XC189420_658,train
XC189420_7477,train
XC190308_1236,train
XC190308_20680,train
XC190308_24542,train
XC190308_30277,train
XC190308_33279,train
XC190873_0,test
XC190873_2728,test
XC190874_2452,train
XC19400_1044,val
XC19400_29855,val
XC19400_57109,val
XC194196_1534,val
XC194196_16751,val
XC194196_25316,val
XC194196_28799,val
XC194196_31967,val
XC194196_35301,val
XC194196_5033,val
XC194905_3994,train
XC194905_995,train
XC196584_12124,train
XC196584_15124,train
XC196584_21784,train
XC196584_25162,train
XC196584_36634,train
XC196584_43543,train
XC196584_52519,train
XC196584_55519,train
XC196584_6124,train
XC196584_9124,train
XC20267_11843,train
XC20267_15187,train
XC20267_3436,train
XC20267_66,train
XC20267_7058,train
XC236515_10244,train
XC236515_13301,train
XC236515_284,train
XC236515_6844,train
XC24590_10813,train
XC24590_14244,train
XC24590_17810,train
XC24590_23830,train
XC24590_3163,train
XC24590_7017,train
XC24591_1044,train
XC24591_13156,train
XC24591_5473,train
XC24591_9301,train
XC27611_0,train
XC27611_11378,train
XC27611_33154,train
XC27611_36387,train
XC27611_63043,train
XC290513_3402,train
XC290513_402,train
XC290513_6402,train
XC290513_9402,train
XC29590_121274,train
XC29590_35263,train
XC29590_423,train
XC29590_46752,train
XC29590_49752,train
XC29590_6541,train
XC29590_66284,train
XC29590_74435,train
XC29590_9541,train
XC29590_96130,train
XC29594_10014,train
XC29594_13949,train
XC29594_17310,train
XC29594_20472,train
XC29594_2282,train
XC29594_23886,train
XC29594_6602,train
XC301717_0,train
XC301717_12000,train
XC301717_15000,train
XC301717_18000,train
XC301717_3000,train
XC301717_6000,train
XC301717_9000,train
XC305691_1164,test
XC305691_4165,test
XC309568_11850,train
XC309568_1570,train
XC309568_4805,train
XC309568_8036,train
XC311271_1282,train
XC311271_14109,train
XC311271_17344,train
XC311271_33505,train
XC314337_13240,train
XC314337_5340,train
XC314337_667,train
XC314337_9308,train
XC314339_375,train
XC314339_9558,train
XC31590_1055,train
XC31590_11841,train
XC31590_4694,train
XC31590_7909,train
XC327430_11577,train
XC327430_19913,train
XC327430_4519,train
XC330496_1577,train
XC35804_166,val
XC35804_3475,val
XC35804_6795,val
XC37625_0,test
XC37625_3294,test
XC37625_6433,test
XC38335_10140,train
XC38335_13141,train
XC38335_16163,train
XC38335_23935,train
XC38335_26929,train
XC38335_3738,train
XC38335_735,train
XC400193_12377,train
XC400193_16231,train
XC400193_20286,train
XC400193_3388,train
XC400193_8629,train
XC400194_13915,train
XC400194_30872,train
XC400194_34567,train
XC400194_686,train
XC400194_7636,train
XC414018_3511,test
XC414018_511,test
XC423125_1003,train
XC423125_16602,train
XC423125_22495,train
XC423125_29639,train
XC426538_4983,test
XC426538_9812,test
XC444228_2004,test
XC514743_13774,train
XC514743_181,train
XC514743_4353,train
XC514743_8446,train
XC518843_1012,val
XC518843_20686,val
XC518843_23980,val
XC518843_37834,val
XC518843_41917,val
XC518843_57378,val
XC518843_6179,val
XC523554_13557,train
XC523554_17370,train
XC523554_8463,train
XC531611_0,train
XC531611_12000,train
XC531611_3000,train
XC531611_6000,train
XC531611_9000,train
XC531612_0,train
XC531612_11617,train
XC531612_14780,train
XC531612_18000,train
XC531612_21000,train
XC531612_24000,train
XC531612_3000,train
XC531612_6440,train
XC531612_9436,train
XC534388_1137,train
XC534388_13851,train
XC534388_4721,train
XC534388_8064,train
XC547505_11091,train
XC547505_19640,train
XC547505_24438,train
XC547505_42499,train
XC547505_960,train
XC551633_13284,train
XC551633_16305,train
XC551633_19306,train
XC551633_22326,train
XC551633_28548,train
XC551633_31589,train
XC551633_34590,train
XC551633_37851,train
XC551633_620,train
XC560109_14119,test
XC560109_4384,test
XC560109_85,test
XC566244_15977,val
XC566244_24753,val
XC566244_4930,val
XC578005_62,train
XC578352_15630,train
XC578352_19339,train
XC578352_24465,train
XC578352_28034,train
XC578352_3142,train
XC578352_6184,train
XC591315_15,train
XC591315_19111,train
XC591315_33306,train
XC591315_58283,train
XC591315_64619,train
XC594949_108562,test
XC594949_12338,test
XC594949_136324,test
XC594949_17159,test
XC594949_27975,test
XC594949_32382,test
XC594949_35831,test
XC594949_5753,test
XC594949_76889,test
XC594949_8753,test
XC594950_10382,train
XC594950_13712,train
XC594950_3330,train
XC594950_54919,train
XC594950_7122,train
XC594950_78829,train
XC594950_81832,train
XC594951_15060,train
XC594951_36005,train
XC594951_46212,train
XC594951_54245,train
XC594951_62707,train
XC594951_762,train
XC616994_12055,train
XC616994_4694,train
XC616994_605,train
XC616994_8390,train
XC635320_0,train
XC635320_10725,train
XC635320_27000,train
XC635320_29995,train
XC635320_3000,train
XC635320_33009,train
XC635320_37187,train
XC635320_40201,train
XC635320_6000,train
XC672602_232,val
XC672602_3736,val
XC672602_6736,val
XC696208_294,test
XC717548_12811,train
XC717548_19102,train
XC717548_6785,train
XC717548_9788,train
XC717548_981,train
XC717550_12125,train
XC720533_14508,train
XC720533_19973,train
XC720533_404,train
XC720533_4721,train
XC720533_9287,train
XC73022_12983,train
XC73022_24437,train
XC73022_39913,train
XC73022_87,train
XC73023_29776,train
XC73023_38469,train
XC73023_52383,train
XC73023_55403,train
XC73023_71666,train
XC73023_75338,train
XC73023_83073,train
XC73024_23086,train
XC73024_28870,train
